Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Mollisol	0.163	0.985	25.909	75.805	2.507	0.004	0.059	0.777	0.692	0.019	0.321	0.415	0.199	0.471	0.079	1.634	630.378	3.407	14.168	0.004	0.751
Mollisol	0.163	2.516	47.435	60.521	5.521	0.005	0.028	0.898	0.252	0.04	0.378	0.558	0.182	0.853	0.048	1.775	562.377	1.414	2.191	0.005	0.805
Mollisol	0.163	2.035	40.551	99.488	10.245	0.002	0.044	0.902	0.47	0.025	0.227	0.582	0.237	0.438	0.088	0.073	158.28	4.978	7.082	0.006	0.865
Mollisol	0.163	0.774	35.693	14.516	2.893	0.009	0.046	0.949	0.247	0.019	0.246	0.57	0.246	0.746	0.048	1.474	287.467	1.288	13.35	0.004	0.978
Mollisol	0.163	0.262	44.273	53.772	13.932	0.005	0.039	0.977	0.803	0.038	0.251	0.614	0.213	0.698	0.023	0.835	133.215	4.208	7.52	0.005	0.705
Mollisol	0.163	1.217	22.383	53.762	3.587	0.004	0.07	0.923	0.458	0.043	0.298	0.562	0.196	0.619	0.041	1.513	664.544	3.487	10.087	0.004	0.302
Mollisol	0.163	1.222	22.668	53.455	3.505	0.004	0.07	0.919	0.458	0.042	0.302	0.558	0.195	0.621	0.041	1.542	663.055	3.51	9.987	0.004	0.302
Mollisol	0.163	1.228	23.156	51.94	3.621	0.004	0.069	0.922	0.464	0.042	0.309	0.545	0.191	0.627	0.041	1.561	654.577	3.516	10.051	0.004	0.311
Mollisol	0.163	0.28	38.86	51.607	87.694	0.002	0.082	0.945	0.54	0.035	0.481	0.37	0.141	0.121	0.064	0.613	297.504	4.731	14.985	0.006	0.973
Mollisol	0.164	2.063	33.786	55.978	4.571	0.005	0.066	0.842	0.76	0.045	0.402	0.532	0.161	0.35	0.062	1.448	954.232	4.266	8.033	0.009	0.366
Mollisol	0.164	1.283	35.676	14.182	3.709	0.002	0.047	0.877	0.444	0.036	0.319	0.541	0.194	0.821	0.032	0.624	369.02	4.389	12.149	0.003	0.669
Mollisol	0.164	0.255	43.373	60.862	38.226	0.002	0.1	0.948	0.577	0.033	0.218	0.628	0.244	0.595	0.012	1.419	617.689	4.854	3.939	0.009	0.971
Mollisol	0.164	0.249	44.377	51.665	38.059	0.002	0.1	0.949	0.607	0.033	0.216	0.643	0.243	0.596	0.011	1.422	614.63	4.895	3.448	0.009	0.98
Mollisol	0.164	1.088	44.901	47.087	4.693	0.006	0.041	0.973	0.132	0.013	0.165	0.561	0.316	0.545	0.045	1.746	406.614	2.362	10.816	0.004	0.943
Mollisol	0.164	1.824	37.539	33.206	11.517	0.004	0.08	0.885	0.293	0.04	0.396	0.497	0.164	0.474	0.032	1.015	418.408	3.472	9.771	0.008	0.647
Mollisol	0.164	1.893	40.507	99.64	12.974	0.002	0.047	0.893	0.45	0.027	0.229	0.588	0.234	0.423	0.08	0.089	178.128	4.986	6.885	0.006	0.873
Mollisol	0.164	1.702	30.534	58.475	9.448	0.007	0.057	0.969	0.742	0.035	0.273	0.579	0.209	0.5	0.045	0.707	177.502	4.483	14.254	0.004	0.967
Mollisol	0.164	0.329	43.9	55.321	14.473	0.005	0.037	0.974	0.802	0.038	0.254	0.61	0.211	0.688	0.023	0.787	136.972	4.096	7.601	0.005	0.674
