Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Andisol	0.184	0.652	49.907	93.179	1.006	0.004	0.01	0.896	0.867	0.014	0.499	0.769	0.499	0.95	0.019	0.602	769.299	4.363	3.605	0.003	0.99
Andisol	0.184	0.873	49.1	46.212	1.177	0.005	0.011	0.895	0.998	0.01	0.498	0.66	0.5	0.95	0.04	0.102	241.886	4.311	15.307	0.001	0.975
Andisol	0.184	0.872	49.248	46.102	1.162	0.005	0.011	0.895	0.998	0.01	0.498	0.66	0.5	0.95	0.039	0.1	241.064	4.324	15.302	0.001	0.974
Andisol	0.184	0.872	49.306	46.049	1.166	0.005	0.011	0.895	0.998	0.01	0.498	0.659	0.5	0.95	0.039	0.1	241.049	4.335	15.297	0.001	0.973
Andisol	0.184	0.875	49.714	46.384	1.171	0.005	0.011	0.895	0.998	0.01	0.498	0.663	0.5	0.95	0.04	0.104	242.775	4.266	15.274	0.001	0.976
Andisol	0.184	0.875	49.733	46.413	1.172	0.005	0.011	0.895	0.999	0.01	0.498	0.663	0.5	0.95	0.04	0.105	243.142	4.257	15.268	0.001	0.977
Andisol	0.184	0.875	49.668	46.458	1.18	0.005	0.011	0.896	0.999	0.01	0.498	0.665	0.5	0.95	0.04	0.108	242.99	4.234	15.266	0.001	0.978
Andisol	0.184	0.876	49.977	46.48	1.175	0.005	0.01	0.896	0.999	0.01	0.498	0.666	0.5	0.95	0.041	0.111	243.408	4.222	15.232	0.001	0.978
Andisol	0.184	0.876	49.769	46.393	1.173	0.005	0.01	0.897	0.999	0.01	0.498	0.668	0.5	0.95	0.041	0.118	243.571	4.23	15.205	0.001	0.981
Andisol	0.184	0.877	49.817	46.44	1.175	0.005	0.009	0.899	1	0.01	0.498	0.672	0.5	0.95	0.042	0.131	244.41	4.189	15.143	0.001	0.985
Andisol	0.184	0.876	49.825	46.403	1.181	0.005	0.009	0.899	0.999	0.01	0.498	0.673	0.5	0.95	0.042	0.134	244.372	4.199	15.132	0.001	0.986
Andisol	0.184	0.876	49.854	46.291	1.184	0.005	0.008	0.9	0.999	0.01	0.499	0.675	0.5	0.95	0.043	0.141	244.088	4.195	15.103	0.001	0.989
Andisol	0.184	0.875	49.892	46.247	1.188	0.005	0.008	0.901	0.999	0.01	0.499	0.676	0.5	0.95	0.043	0.144	244.143	4.204	15.085	0.001	0.99
Andisol	0.184	0.874	49.96	46.159	1.185	0.005	0.008	0.901	0.999	0.01	0.499	0.676	0.5	0.95	0.043	0.144	243.443	4.207	15.087	0.001	0.989
Andisol	0.184	0.873	49.928	46.077	1.188	0.005	0.008	0.901	0.999	0.01	0.499	0.676	0.5	0.95	0.043	0.146	243.536	4.234	15.084	0.001	0.99
Andisol	0.184	0.874	49.968	46.267	1.185	0.005	0.008	0.901	0.999	0.01	0.499	0.677	0.5	0.95	0.043	0.148	243.593	4.206	15.063	0.001	0.989
Andisol	0.184	1.073	41.21	2.923	1	0.003	0.002	0.921	0.946	0.012	0.497	0.72	0.5	0.95	0.031	0.126	981.49	4.999	8.751	0.001	0.99
Andisol	0.184	1.072	40.526	2.994	1	0.003	0.002	0.922	0.945	0.013	0.497	0.74	0.5	0.95	0.031	0.122	988.81	4.999	8.706	0.001	0.99
Andisol	0.184	1.073	41.974	2.931	1	0.003	0.002	0.921	0.947	0.013	0.497	0.724	0.5	0.95	0.031	0.123	986.277	4.999	8.762	0.001	0.99
Andisol	0.184	0.258	46.779	98.933	1.895	0.008	0.1	0.926	0.937	0.014	0.499	0.753	0.5	0.95	0.002	1.587	985.556	5	5.657	0.002	0.903
Andisol	0.184	0.247	46.808	99.039	1.93	0.008	0.1	0.929	0.938	0.014	0.499	0.763	0.5	0.95	0.002	1.603	984.615	5	5.626	0.002	0.898
Andisol	0.184	0.249	46.481	98.883	1.915	0.008	0.1	0.928	0.944	0.014	0.499	0.761	0.5	0.95	0.002	1.583	985.25	5	5.646	0.002	0.9
Andisol	0.184	0.245	46.406	98.926	1.942	0.008	0.1	0.934	0.94	0.014	0.499	0.764	0.5	0.95	0.002	1.597	985.841	5	5.642	0.002	0.895
Andisol	0.184	0.243	46.408	98.948	1.961	0.008	0.1	0.932	0.942	0.014	0.499	0.765	0.5	0.95	0.002	1.593	986.007	5	5.631	0.002	0.893
Andisol	0.184	0.234	46.163	98.92	2.002	0.008	0.1	0.938	0.941	0.015	0.5	0.771	0.5	0.95	0.002	1.599	986.993	5	5.624	0.002	0.886
Andisol	0.184	0.236	46.107	98.945	1.996	0.008	0.1	0.94	0.941	0.015	0.499	0.77	0.5	0.95	0.002	1.604	986.834	5	5.631	0.002	0.885
Andisol	0.184	0.234	46.016	98.917	2.012	0.008	0.1	0.942	0.941	0.015	0.5	0.772	0.5	0.95	0.002	1.604	987.521	5	5.64	0.002	0.881
Andisol	0.184	0.233	46.366	99.037	2.024	0.008	0.1	0.936	0.941	0.015	0.5	0.772	0.5	0.95	0.002	1.6	987.141	5	5.619	0.002	0.885
Andisol	0.184	0.225	46.505	99.166	2.079	0.008	0.1	0.938	0.939	0.015	0.5	0.778	0.5	0.95	0.002	1.618	987.466	5	5.598	0.002	0.877
Andisol	0.184	0.122	46.623	80.785	1.675	0.004	0.1	0.874	0.977	0.013	0.499	0.751	0.5	0.949	0.002	0.08	989.584	4.39	15.397	0.001	0.975
Andisol	0.184	0.125	46.602	80.562	1.771	0.004	0.1	0.873	0.985	0.013	0.5	0.739	0.5	0.95	0.003	0.14	993.212	4.359	15.404	0.001	0.975
Andisol	0.184	0.123	46.624	80.383	1.748	0.004	0.1	0.873	0.985	0.013	0.5	0.747	0.5	0.949	0.002	0.074	988.812	4.412	15.374	0.001	0.976
Andisol	0.184	0.124	46.642	79.971	1.845	0.004	0.1	0.873	0.987	0.013	0.5	0.744	0.5	0.949	0.003	0.069	992.766	4.4	15.357	0.001	0.976
Andisol	0.184	0.121	46.666	79.978	1.848	0.004	0.1	0.874	0.985	0.013	0.5	0.753	0.5	0.949	0.002	0.058	988.025	4.43	15.347	0.001	0.976
Andisol	0.184	0.984	48.76	99.491	1.087	0.006	0.025	0.927	0.975	0.011	0.5	0.708	0.5	0.947	0.001	0.352	901.504	4.959	7.695	0.002	0.99
Andisol	0.184	0.14	32.117	86.532	1.048	0.004	0.092	0.899	0.994	0.012	0.497	0.745	0.497	0.949	0.002	0.096	720.539	4.994	6.221	0.002	0.989
Andisol	0.184	0.14	31.862	85.896	1.055	0.004	0.092	0.9	0.999	0.013	0.497	0.747	0.497	0.95	0.002	0.104	713.696	4.993	6.323	0.002	0.989
Andisol	0.184	0.14	31.75	85.678	1.058	0.004	0.092	0.9	0.997	0.012	0.497	0.747	0.497	0.95	0.002	0.105	710.46	4.992	6.333	0.002	0.989
Andisol	0.184	0.14	31.75	85.678	1.058	0.004	0.092	0.9	0.997	0.012	0.497	0.747	0.497	0.95	0.002	0.105	710.46	4.992	6.333	0.002	0.989
Andisol	0.184	0.14	31.812	85.647	1.055	0.004	0.092	0.899	0.995	0.013	0.497	0.749	0.497	0.95	0.002	0.105	715.203	4.991	6.362	0.002	0.989
Andisol	0.184	0.14	31.755	85.601	1.056	0.004	0.092	0.9	0.995	0.013	0.497	0.748	0.497	0.95	0.002	0.105	712.958	4.991	6.347	0.002	0.989
Andisol	0.184	0.14	31.753	85.555	1.056	0.004	0.092	0.899	0.994	0.013	0.497	0.748	0.497	0.95	0.002	0.105	713.228	4.991	6.356	0.002	0.989
Andisol	0.184	0.14	31.733	85.528	1.056	0.004	0.092	0.9	0.995	0.012	0.497	0.748	0.497	0.95	0.002	0.105	712.828	4.991	6.354	0.002	0.989
Andisol	0.184	0.1	30.635	99.625	1.097	0.004	0.077	0.911	0.839	0.012	0.499	0.733	0.498	0.949	0.033	0.577	931.123	4.911	3.514	0.002	0.978
Andisol	0.184	0.1	30.535	99.717	1.106	0.004	0.076	0.91	0.84	0.012	0.499	0.735	0.498	0.949	0.033	0.583	933.038	4.927	3.555	0.002	0.975
Andisol	0.185	0.141	46.107	95.578	1.285	0.01	0.081	0.877	0.95	0.012	0.5	0.727	0.5	0.95	0.022	1.622	721.254	3.552	15.864	0.001	0.962
Andisol	0.185	0.139	46.312	95.73	1.275	0.01	0.081	0.884	0.951	0.012	0.5	0.726	0.5	0.95	0.021	1.625	712.802	3.556	15.848	0.001	0.962
Andisol	0.185	0.139	45.602	95.734	1.238	0.01	0.082	0.888	0.95	0.012	0.5	0.727	0.5	0.95	0.021	1.615	713.018	3.561	15.853	0.001	0.962
Andisol	0.185	0.14	45.641	95.628	1.254	0.01	0.081	0.886	0.957	0.012	0.5	0.728	0.5	0.95	0.02	1.635	706.197	3.577	15.989	0.001	0.961
Andisol	0.185	0.14	46.33	95.731	1.228	0.01	0.083	0.889	0.959	0.012	0.5	0.728	0.5	0.95	0.02	1.633	697.863	3.586	15.988	0.001	0.961
Andisol	0.185	0.651	49.74	94.403	1.109	0.004	0.012	0.882	0.841	0.014	0.5	0.775	0.499	0.95	0.019	0.592	834.232	4.331	3.071	0.003	0.99
Andisol	0.185	0.651	49.807	94.244	1.135	0.004	0.012	0.882	0.843	0.014	0.5	0.773	0.499	0.95	0.019	0.591	840.873	4.332	3.118	0.003	0.99
Andisol	0.185	0.651	49.915	94.231	1.083	0.004	0.011	0.886	0.843	0.014	0.499	0.776	0.499	0.95	0.019	0.594	810.976	4.354	3.045	0.003	0.99
Andisol	0.185	0.652	49.994	94.006	1.094	0.004	0.011	0.884	0.845	0.014	0.499	0.778	0.499	0.95	0.019	0.591	804.563	4.367	3.089	0.003	0.99
Andisol	0.185	0.651	49.933	94.209	1.073	0.004	0.011	0.887	0.84	0.014	0.499	0.777	0.499	0.95	0.019	0.595	809.574	4.355	3.003	0.003	0.99
Andisol	0.185	0.651	49.983	94.185	1.087	0.004	0.011	0.886	0.843	0.014	0.499	0.777	0.499	0.95	0.019	0.594	807.317	4.36	3.042	0.003	0.99
Andisol	0.185	0.651	49.993	94.155	1.077	0.004	0.011	0.888	0.841	0.014	0.499	0.776	0.499	0.95	0.019	0.595	805.303	4.357	3.021	0.003	0.99
Andisol	0.185	0.652	49.98	93.96	1.056	0.004	0.011	0.89	0.844	0.014	0.499	0.776	0.499	0.95	0.019	0.596	797.525	4.36	3.112	0.003	0.99
Andisol	0.185	0.865	43.484	46.786	1.298	0.005	0.013	0.889	0.999	0.009	0.498	0.648	0.5	0.95	0.04	0.104	246.571	4.473	15.527	0.001	0.981
Andisol	0.185	0.865	43.484	46.786	1.298	0.005	0.013	0.889	0.999	0.009	0.498	0.648	0.5	0.95	0.04	0.104	246.571	4.473	15.527	0.001	0.981
Andisol	0.185	0.87	44.457	47.059	1.29	0.005	0.012	0.889	0.999	0.009	0.498	0.65	0.5	0.95	0.04	0.108	248.047	4.406	15.487	0.001	0.981
Andisol	0.185	0.874	44.906	47.192	1.261	0.005	0.012	0.89	0.999	0.01	0.498	0.652	0.5	0.95	0.04	0.109	248.291	4.384	15.455	0.001	0.98
Andisol	0.185	0.872	45.338	46.863	1.276	0.005	0.012	0.89	1	0.01	0.498	0.653	0.5	0.95	0.04	0.108	247.485	4.373	15.454	0.001	0.98
Andisol	0.185	0.874	46.314	46.898	1.245	0.005	0.011	0.892	0.999	0.01	0.498	0.655	0.5	0.95	0.041	0.109	245.612	4.346	15.419	0.001	0.978
Andisol	0.185	0.872	46.59	46.538	1.23	0.005	0.012	0.892	0.999	0.01	0.498	0.655	0.5	0.95	0.04	0.105	244.871	4.357	15.401	0.001	0.977
Andisol	0.185	0.872	46.383	46.323	1.213	0.005	0.012	0.894	0.998	0.01	0.498	0.657	0.5	0.95	0.039	0.103	242.222	4.387	15.399	0.001	0.976
Andisol	0.185	0.871	46.871	46.101	1.2	0.005	0.012	0.894	0.998	0.01	0.498	0.656	0.5	0.95	0.039	0.101	240.894	4.389	15.385	0.001	0.975
Andisol	0.185	0.87	46.947	46.031	1.194	0.005	0.012	0.894	0.998	0.01	0.498	0.656	0.5	0.95	0.039	0.101	240.463	4.395	15.38	0.001	0.974
Andisol	0.185	0.872	47.42	46.193	1.187	0.005	0.012	0.894	0.998	0.01	0.498	0.657	0.5	0.95	0.039	0.102	241.572	4.37	15.359	0.001	0.975
Andisol	0.185	1.075	40.173	2.949	1	0.003	0.002	0.922	0.943	0.012	0.496	0.712	0.499	0.95	0.031	0.119	969.985	4.999	8.591	0.001	0.99
Andisol	0.185	0.274	46.075	98.263	1.797	0.008	0.1	0.92	0.958	0.013	0.499	0.738	0.5	0.95	0.002	1.504	987.646	5	5.785	0.002	0.913
Andisol	0.185	0.263	46.503	98.669	1.856	0.008	0.1	0.924	0.946	0.013	0.499	0.749	0.5	0.95	0.002	1.555	986.168	5	5.707	0.002	0.907
Andisol	0.185	0.123	46.579	82.202	1.533	0.004	0.1	0.874	0.97	0.013	0.499	0.747	0.5	0.949	0.002	0.156	986.097	4.394	15.435	0.001	0.975
Andisol	0.185	0.123	46.619	81.574	1.6	0.004	0.1	0.874	0.972	0.013	0.499	0.751	0.5	0.949	0.002	0.119	983.671	4.391	15.425	0.001	0.975
Andisol	0.185	0.983	49.056	99.234	1.092	0.006	0.027	0.929	0.977	0.01	0.5	0.689	0.5	0.948	0.001	0.358	916.776	4.932	7.827	0.002	0.99
Andisol	0.185	0.141	32.96	88.738	1.026	0.004	0.092	0.892	0.982	0.012	0.497	0.746	0.497	0.948	0.002	0.082	743.735	4.996	6.069	0.002	0.989
Andisol	0.185	0.14	32.885	88.491	1.025	0.004	0.092	0.895	0.985	0.012	0.497	0.747	0.497	0.948	0.002	0.084	741.962	4.996	6.068	0.002	0.989
Andisol	0.185	0.14	32.675	87.547	1.025	0.004	0.092	0.9	0.998	0.013	0.497	0.753	0.497	0.948	0.002	0.095	746.688	4.995	6.269	0.002	0.989
Andisol	0.185	0.14	32.644	87.753	1.027	0.004	0.092	0.898	0.995	0.012	0.497	0.75	0.497	0.948	0.002	0.094	739.472	4.995	6.227	0.002	0.989
Andisol	0.185	0.14	32.759	87.316	1.026	0.004	0.092	0.899	0.993	0.013	0.497	0.752	0.497	0.948	0.002	0.094	750.279	4.995	6.211	0.002	0.989
Andisol	0.185	0.14	32.739	87.176	1.032	0.004	0.092	0.897	0.987	0.013	0.497	0.748	0.497	0.949	0.002	0.089	746.436	4.995	6.109	0.002	0.989
Andisol	0.185	0.14	32.473	87.324	1.035	0.004	0.092	0.897	0.99	0.012	0.497	0.746	0.497	0.949	0.002	0.09	731.277	4.995	6.161	0.002	0.989
Andisol	0.185	0.14	32.363	86.959	1.037	0.004	0.092	0.899	0.992	0.012	0.497	0.746	0.497	0.949	0.002	0.091	729.688	4.995	6.184	0.002	0.989
Andisol	0.185	0.1	30.265	99.548	1.129	0.005	0.077	0.921	0.856	0.012	0.499	0.73	0.497	0.949	0.033	0.569	925.274	4.962	3.379	0.003	0.979
Andisol	0.186	0.151	41.641	95.444	1.357	0.01	0.074	0.851	0.971	0.012	0.5	0.73	0.5	0.95	0.021	1.719	757.826	3.636	15.939	0.001	0.964
Andisol	0.186	0.149	42.273	95.449	1.326	0.01	0.075	0.856	0.964	0.012	0.5	0.73	0.5	0.95	0.021	1.7	749.265	3.617	15.968	0.001	0.964
Andisol	0.186	0.145	44.634	95.876	1.282	0.01	0.079	0.867	0.951	0.012	0.5	0.724	0.5	0.95	0.022	1.654	740.414	3.57	15.751	0.001	0.964
Andisol	0.186	0.65	49.322	94.697	1.218	0.004	0.014	0.884	0.828	0.013	0.5	0.752	0.499	0.95	0.019	0.6	935.238	4.215	3.086	0.003	0.99
Andisol	0.186	0.651	49.663	94.552	1.157	0.004	0.012	0.885	0.841	0.014	0.5	0.765	0.499	0.95	0.019	0.593	868.797	4.283	3.134	0.003	0.99
Andisol	0.186	0.651	49.663	94.552	1.157	0.004	0.012	0.885	0.841	0.014	0.5	0.765	0.499	0.95	0.019	0.593	868.797	4.283	3.134	0.003	0.99
Andisol	0.186	0.861	41.478	47.027	1.291	0.005	0.014	0.889	0.996	0.009	0.499	0.639	0.499	0.95	0.04	0.097	246	4.528	15.597	0.001	0.981
Andisol	0.186	0.861	42.173	46.453	1.28	0.005	0.014	0.891	0.994	0.009	0.498	0.643	0.5	0.95	0.038	0.099	241.556	4.567	15.609	0.001	0.98
Andisol	0.186	0.863	42.816	46.333	1.299	0.005	0.013	0.889	0.999	0.009	0.498	0.645	0.5	0.95	0.04	0.1	246.744	4.508	15.545	0.001	0.982
Andisol	0.186	0.863	42.816	46.333	1.299	0.005	0.013	0.889	0.999	0.009	0.498	0.645	0.5	0.95	0.04	0.1	246.744	4.508	15.545	0.001	0.982
Andisol	0.186	1.073	36.911	3.088	1	0.003	0.002	0.899	0.946	0.011	0.496	0.704	0.497	0.95	0.031	0.153	924.656	4.998	8.476	0.001	0.99
Andisol	0.186	0.285	46.385	98.114	1.744	0.008	0.1	0.909	0.965	0.012	0.499	0.733	0.5	0.95	0.002	1.479	987.389	4.999	5.846	0.002	0.919
Andisol	0.186	0.273	46.31	98.177	1.782	0.009	0.1	0.903	0.976	0.013	0.499	0.741	0.5	0.95	0.002	1.481	986.253	4.999	5.799	0.002	0.917
Andisol	0.186	0.283	46.189	98.096	1.733	0.009	0.1	0.909	0.969	0.012	0.499	0.734	0.5	0.95	0.002	1.475	986.599	4.999	5.844	0.002	0.92
Andisol	0.186	0.282	46.216	98.149	1.75	0.009	0.1	0.907	0.969	0.012	0.499	0.736	0.5	0.95	0.002	1.48	986.643	4.999	5.835	0.002	0.918
Andisol	0.186	0.284	46.355	98.16	1.744	0.008	0.1	0.911	0.964	0.012	0.499	0.733	0.5	0.95	0.002	1.486	987.273	5	5.836	0.002	0.919
Andisol	0.186	0.285	46.226	98.143	1.746	0.008	0.1	0.912	0.963	0.012	0.499	0.732	0.5	0.95	0.002	1.485	987.555	5	5.844	0.002	0.918
Andisol	0.186	0.285	46.518	98.336	1.76	0.008	0.1	0.912	0.956	0.012	0.499	0.733	0.5	0.95	0.002	1.505	987.064	5	5.809	0.002	0.918
Andisol	0.186	0.127	46.507	83.673	1.375	0.004	0.1	0.873	0.963	0.012	0.498	0.734	0.5	0.948	0.002	0.344	991.338	4.361	15.496	0.001	0.975
Andisol	0.186	0.125	46.529	83.346	1.413	0.004	0.1	0.872	0.965	0.012	0.498	0.738	0.5	0.948	0.002	0.325	990.652	4.386	15.492	0.001	0.976
Andisol	0.186	0.119	46.606	82.922	1.465	0.004	0.1	0.874	0.966	0.013	0.498	0.755	0.5	0.949	0.002	0.261	991.988	4.45	15.468	0.001	0.975
Andisol	0.186	0.122	46.6	82.736	1.493	0.004	0.1	0.875	0.965	0.013	0.498	0.752	0.5	0.948	0.002	0.204	986.37	4.426	15.455	0.001	0.975
Andisol	0.186	0.982	49.456	98.912	1.095	0.006	0.029	0.931	0.98	0.01	0.5	0.67	0.5	0.948	0.001	0.364	927.054	4.91	7.983	0.002	0.99
Andisol	0.186	0.981	49.226	98.946	1.098	0.006	0.029	0.93	0.979	0.01	0.5	0.671	0.5	0.948	0.001	0.364	927.908	4.912	7.997	0.002	0.99
Andisol	0.186	0.983	49.327	99.046	1.094	0.006	0.028	0.93	0.978	0.01	0.5	0.679	0.5	0.948	0.001	0.361	921.489	4.919	7.913	0.002	0.99
Andisol	0.186	0.142	34.5	91.88	1.02	0.004	0.094	0.872	0.938	0.012	0.499	0.739	0.497	0.947	0.002	0.053	761.013	5	5.522	0.002	0.987
Andisol	0.186	0.141	34.47	91.134	1.019	0.004	0.093	0.874	0.939	0.012	0.498	0.742	0.497	0.947	0.002	0.053	777.866	5	5.539	0.002	0.987
Andisol	0.186	0.141	34.341	91.188	1.018	0.004	0.093	0.875	0.942	0.012	0.498	0.741	0.497	0.948	0.002	0.053	768.117	4.999	5.562	0.002	0.987
Andisol	0.186	0.141	34.288	90.543	1.021	0.004	0.093	0.877	0.943	0.012	0.498	0.743	0.497	0.948	0.002	0.056	780.155	4.999	5.579	0.002	0.987
Andisol	0.186	0.141	34.358	90.552	1.016	0.004	0.093	0.878	0.944	0.012	0.498	0.744	0.497	0.947	0.002	0.052	781.739	4.999	5.593	0.002	0.987
Andisol	0.186	0.141	33.835	90.067	1.024	0.004	0.093	0.881	0.952	0.012	0.498	0.742	0.497	0.948	0.002	0.063	764.421	4.998	5.697	0.002	0.988
Andisol	0.186	0.1	30.031	99.577	1.131	0.005	0.077	0.923	0.859	0.012	0.499	0.733	0.497	0.948	0.033	0.571	926.841	4.972	3.407	0.003	0.979
Andisol	0.187	0.154	41.865	96.009	1.374	0.01	0.073	0.846	0.967	0.012	0.5	0.722	0.5	0.95	0.022	1.716	774.173	3.629	15.711	0.001	0.966
Andisol	0.187	0.153	41.629	95.734	1.38	0.01	0.074	0.849	0.969	0.012	0.5	0.726	0.5	0.95	0.021	1.719	768.345	3.625	15.81	0.001	0.964
Andisol	0.187	0.649	49.073	95.558	1.225	0.004	0.014	0.89	0.803	0.013	0.5	0.745	0.499	0.95	0.018	0.616	987.459	4.159	2.78	0.003	0.99
Andisol	0.187	0.649	49.083	95.505	1.236	0.004	0.014	0.889	0.804	0.013	0.5	0.745	0.499	0.95	0.018	0.615	981.795	4.162	2.802	0.003	0.99
Andisol	0.187	0.649	49.078	95.171	1.23	0.004	0.014	0.889	0.806	0.013	0.5	0.745	0.499	0.95	0.018	0.614	974.768	4.167	2.843	0.003	0.99
Andisol	0.187	0.649	49.096	94.93	1.246	0.004	0.014	0.885	0.815	0.013	0.5	0.746	0.499	0.95	0.018	0.606	972.28	4.171	2.992	0.003	0.99
Andisol	0.187	0.65	49.196	94.651	1.218	0.004	0.014	0.888	0.817	0.013	0.5	0.748	0.499	0.95	0.019	0.606	954.761	4.188	2.978	0.003	0.99
Andisol	0.187	0.846	38.228	47.152	1.187	0.005	0.015	0.896	0.975	0.009	0.499	0.633	0.5	0.95	0.032	0.091	224.166	4.784	15.828	0.001	0.977
Andisol	0.187	0.853	39.832	47.341	1.239	0.005	0.015	0.892	0.986	0.009	0.499	0.639	0.5	0.95	0.035	0.094	235.543	4.661	15.704	0.001	0.979
Andisol	0.187	1.075	34.964	3.08	1	0.003	0.002	0.893	0.945	0.011	0.495	0.695	0.496	0.95	0.031	0.157	908.091	4.998	8.408	0.001	0.99
Andisol	0.187	1.378	49.095	88.175	1.008	0.006	0.012	0.931	0.828	0.01	0.499	0.669	0.5	0.95	0.036	0.081	40.116	4.026	12.733	0.001	0.989
Andisol	0.187	1.376	49.055	87.561	1.007	0.006	0.012	0.933	0.825	0.01	0.499	0.67	0.5	0.95	0.037	0.081	39.374	4.141	12.718	0.001	0.989
Andisol	0.187	1.375	49.062	87.734	1.009	0.006	0.012	0.931	0.83	0.01	0.499	0.669	0.5	0.95	0.036	0.081	40.577	4.087	12.715	0.001	0.989
Andisol	0.187	1.375	49.062	87.734	1.009	0.006	0.012	0.931	0.83	0.01	0.499	0.669	0.5	0.95	0.036	0.081	40.577	4.087	12.715	0.001	0.989
Andisol	0.187	1.375	49.041	87.073	1.008	0.006	0.012	0.934	0.828	0.01	0.499	0.669	0.5	0.95	0.037	0.08	40.538	4.146	12.735	0.001	0.989
Andisol	0.187	1.373	49.031	86.768	1.009	0.006	0.012	0.936	0.829	0.01	0.5	0.67	0.5	0.95	0.037	0.079	41.499	4.16	12.748	0.001	0.99
Andisol	0.187	1.373	49.017	86.339	1.009	0.006	0.012	0.937	0.83	0.01	0.5	0.67	0.5	0.95	0.037	0.079	41.255	4.183	12.762	0.001	0.99
Andisol	0.187	1.375	49.009	86.117	1.011	0.006	0.012	0.936	0.831	0.01	0.5	0.671	0.5	0.95	0.037	0.081	41.76	4.18	12.779	0.001	0.99
Andisol	0.187	1.373	48.998	85.992	1.011	0.006	0.012	0.94	0.832	0.01	0.5	0.671	0.5	0.95	0.037	0.079	41.652	4.232	12.806	0.001	0.99
Andisol	0.187	1.373	48.998	86.069	1.011	0.006	0.012	0.938	0.832	0.01	0.5	0.671	0.5	0.95	0.037	0.079	41.396	4.216	12.806	0.001	0.99
Andisol	0.187	0.313	46.389	98.101	1.625	0.009	0.1	0.914	0.954	0.012	0.499	0.717	0.5	0.95	0.002	1.487	988.243	5	5.956	0.002	0.926
Andisol	0.187	0.101	31.933	99.941	1.036	0.003	0.098	0.934	0.998	0.009	0.497	0.624	0.497	0.95	0.006	1.942	999.863	4.79	11.699	0.001	0.99
Andisol	0.187	0.101	31.933	99.941	1.036	0.003	0.098	0.934	0.998	0.009	0.497	0.624	0.497	0.95	0.006	1.942	999.863	4.79	11.699	0.001	0.99
Andisol	0.187	0.101	31.896	99.93	1.04	0.003	0.098	0.938	1	0.009	0.497	0.627	0.497	0.95	0.006	1.963	999.901	4.787	11.704	0.001	0.99
Andisol	0.187	0.977	49.777	99.438	1.104	0.006	0.032	0.931	0.983	0.009	0.5	0.658	0.5	0.949	0.001	0.37	945.106	4.893	8.385	0.002	0.99
Andisol	0.187	0.978	49.711	99.274	1.103	0.006	0.031	0.931	0.983	0.009	0.5	0.658	0.5	0.949	0.001	0.37	944.293	4.896	8.321	0.002	0.99
Andisol	0.187	0.982	49.506	98.995	1.098	0.006	0.029	0.931	0.981	0.009	0.5	0.668	0.5	0.948	0.001	0.365	930.55	4.904	8.044	0.002	0.99
Andisol	0.187	0.142	34.443	94.728	1.025	0.003	0.094	0.862	0.949	0.012	0.499	0.729	0.498	0.947	0.001	0.053	715.145	5	5.655	0.002	0.987
Andisol	0.187	0.142	34.369	94.391	1.025	0.003	0.094	0.863	0.95	0.012	0.499	0.728	0.498	0.947	0.002	0.052	717.001	5	5.653	0.002	0.987
Andisol	0.187	0.142	34.367	94.413	1.026	0.003	0.094	0.863	0.949	0.012	0.499	0.729	0.497	0.947	0.001	0.054	718.779	5	5.645	0.002	0.987
Andisol	0.187	0.142	34.475	93.929	1.02	0.003	0.094	0.865	0.948	0.012	0.499	0.732	0.497	0.947	0.002	0.053	725.438	5	5.621	0.002	0.987
Andisol	0.187	0.142	34.35	92.471	1.021	0.004	0.094	0.87	0.942	0.012	0.499	0.736	0.497	0.947	0.002	0.05	743.964	4.999	5.551	0.002	0.987
Andisol	0.187	0.1	30.315	99.059	1.065	0.005	0.078	0.927	0.838	0.012	0.499	0.729	0.498	0.949	0.033	0.555	917.062	4.807	3.13	0.003	0.979
Andisol	0.188	0.157	40.95	97.058	1.301	0.009	0.073	0.836	0.944	0.011	0.5	0.707	0.5	0.95	0.024	1.729	802.822	3.599	15.363	0.001	0.97
Andisol	0.188	0.156	41.352	96.556	1.336	0.009	0.073	0.839	0.953	0.012	0.5	0.713	0.5	0.95	0.023	1.708	788.696	3.602	15.454	0.001	0.969
Andisol	0.188	0.649	49.169	95.41	1.19	0.004	0.014	0.907	0.76	0.012	0.5	0.743	0.499	0.95	0.018	0.64	981.852	4.145	2.184	0.004	0.99
Andisol	0.188	0.649	49.056	95.525	1.19	0.004	0.014	0.908	0.76	0.012	0.5	0.741	0.499	0.95	0.018	0.642	963.049	4.139	2.24	0.004	0.99
Andisol	0.188	0.649	49.091	95.636	1.21	0.004	0.014	0.899	0.78	0.013	0.5	0.744	0.499	0.95	0.018	0.628	979.188	4.141	2.491	0.003	0.99
Andisol	0.188	0.649	49.023	95.204	1.245	0.004	0.014	0.889	0.801	0.013	0.5	0.746	0.499	0.95	0.018	0.613	977.197	4.16	2.813	0.003	0.99
Andisol	0.188	0.84	36.75	48.01	1.14	0.005	0.016	0.899	0.97	0.009	0.499	0.631	0.5	0.95	0.029	0.088	216.705	4.846	15.894	0.001	0.976
Andisol	0.188	0.841	37.064	48.304	1.166	0.005	0.016	0.898	0.971	0.009	0.499	0.632	0.5	0.95	0.03	0.091	218.603	4.808	15.871	0.001	0.976
