OBJ_Critical= 0.80  0.56

      fOBJ            LF0             r0            VP1            VP2             VM            KP1            KP2             KM           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg           Ygsl           wdie          gamma           beta          WPA2D            tau          wdorm
 0.683         0.90000000     0.31528372    19.18790165     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00092215     0.04496869     2.45491638     0.83324364     0.28307884     0.02541942     0.43789796     0.26281001     0.50680283     0.00730000     4.00000000     2.87321641     0.00100000     0.07000000     0.25000000     4.00000000
 0.705         0.90000000     0.22530753    11.17365008     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00090418     0.04525573     2.04571061     0.67161296     0.38446017     0.02053767     0.49070022     0.23388948     0.53967048     0.00730000     4.00000000     2.87127844     0.00100000     0.07000000     0.25000000     4.00000000
 0.723         0.90000000     0.07081970    13.21642040     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00208532     0.03317727     2.16529272     0.91644197     0.45101066     0.01763523     0.42441409     0.16433951     0.39336284     0.00730000     4.00000000     3.55356631     0.00100000     0.07000000     0.25000000     4.00000000
 0.570         0.90000000     0.19782440    19.06795944     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04690582     2.39735205     0.89666356     0.16077103     0.02572341     0.46420233     0.26916154     0.57325384     0.00730000     4.00000000     2.42336459     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.20765304    19.06795944     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04496562     2.39735205     0.89666356     0.32291720     0.02572341     0.43705031     0.26916154     0.55050529     0.00730000     4.00000000     2.42336459     0.00100000     0.07000000     0.25000000     4.00000000
 0.576         0.90000000     0.14675942    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00030062     0.04509718     2.45388433     0.90070270     0.25500235     0.02539890     0.46209730     0.26947976     0.51345027     0.00730000     4.00000000     1.98035127     0.00100000     0.07000000     0.25000000     4.00000000
 0.577         0.90000000     0.20009165    18.61557937     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00049230     0.04494301     2.43561724     0.87567084     0.31275280     0.02564135     0.44908184     0.26499443     0.55119839     0.00730000     4.00000000     2.25537233     0.00100000     0.07000000     0.25000000     4.00000000
 0.578         0.90000000     0.16796726    19.36647769     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00064654     0.04429448     1.89012653     0.89331605     0.13135960     0.02508221     0.45814031     0.25059257     0.56719098     0.00730000     4.00000000     2.95020226     0.00100000     0.07000000     0.25000000     4.00000000
 0.579         0.90000000     0.16796726    19.50075485     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00064654     0.04575511     1.89012653     0.78685030     0.13135960     0.02367159     0.45814031     0.20917618     0.56719098     0.00730000     4.00000000     2.85164476     0.00100000     0.07000000     0.25000000     4.00000000
 0.580         0.90000000     0.18029200    19.81255908     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00062671     0.04193473     2.06460831     0.88534754     0.19985966     0.02788012     0.44846185     0.27310036     0.54426882     0.00730000     4.00000000     2.17730394     0.00100000     0.07000000     0.25000000     4.00000000
 0.581         0.90000000     0.15191909    19.11115827     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00073303     0.04524853     2.04333117     0.82943650     0.08027352     0.02435804     0.48477410     0.23867994     0.54156895     0.00730000     4.00000000     2.54269228     0.00100000     0.07000000     0.25000000     4.00000000
 0.582         0.90000000     0.14675942    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00056964     0.04509718     2.65369584     0.90070270     0.28502766     0.02539890     0.46474141     0.26947976     0.54169958     0.00730000     4.00000000     1.98035127     0.00100000     0.07000000     0.25000000     4.00000000
 0.584         0.90000000     0.21272986    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00038802     0.04509718     2.32510138     0.90070270     0.18561247     0.02539890     0.45479239     0.26947976     0.54169958     0.00730000     4.00000000     2.82871475     0.00100000     0.07000000     0.25000000     4.00000000
 0.586         0.90000000     0.21573318    18.33895897     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00079429     0.04490175     2.19720683     0.86152079     0.27330517     0.02433113     0.45251364     0.25478907     0.55694861     0.00730000     4.00000000     2.75463567     0.00100000     0.07000000     0.25000000     4.00000000
 0.590         0.90000000     0.13671982    18.93977603     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00013587     0.04683512     2.45865630     0.89262008     0.31399225     0.02656934     0.46712531     0.26652585     0.56241925     0.00730000     4.00000000     1.73435646     0.00100000     0.07000000     0.25000000     4.00000000
 0.590         0.90000000     0.14675942    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00016548     0.04509718     2.29885829     0.90070270     0.35969073     0.02539890     0.47106312     0.26947976     0.55816003     0.00730000     4.00000000     1.98035127     0.00100000     0.07000000     0.25000000     4.00000000
 0.591         0.90000000     0.19977342    18.16987956     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00072084     0.04523984     2.63535983     0.89722332     0.35092515     0.02536988     0.45586521     0.28961566     0.55072751     0.00730000     4.00000000     2.06213549     0.00100000     0.07000000     0.25000000     4.00000000
 0.593         0.90000000     0.12910829    19.93739946     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00079133     0.04429898     1.88280200     0.91866756     0.06130055     0.02358897     0.47706664     0.24833689     0.54882092     0.00730000     4.00000000     2.48325354     0.00100000     0.07000000     0.25000000     4.00000000
 0.596         0.90000000     0.23848109    18.53166012     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00082469     0.04560608     2.33663256     0.81810656     0.28223256     0.02605399     0.44862602     0.25987646     0.55835146     0.00730000     4.00000000     2.90342070     0.00100000     0.07000000     0.25000000     4.00000000
 0.597         0.90000000     0.14675942    19.22259209     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00030062     0.04521343     2.45388433     0.75890182     0.25500235     0.02715300     0.46209730     0.24809713     0.51345027     0.00730000     4.00000000     2.38914932     0.00100000     0.07000000     0.25000000     4.00000000
 0.597         0.90000000     0.23367765    18.83038184     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00108685     0.04465802     2.53399816     0.89382485     0.33796972     0.02513399     0.42694282     0.26639623     0.55202382     0.00730000     4.00000000     2.68532233     0.00100000     0.07000000     0.25000000     4.00000000
 0.598         0.90000000     0.24531260    18.14598676     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00065024     0.04553258     2.56406192     0.92774075     0.33107942     0.02537580     0.46008357     0.25088834     0.57227875     0.00730000     4.00000000     2.09392571     0.00100000     0.07000000     0.25000000     4.00000000
 0.598         0.90000000     0.16922135    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00038802     0.04208350     2.32510138     0.89969753     0.18561247     0.02333793     0.45479239     0.24037884     0.54169958     0.00730000     4.00000000     2.26836398     0.00100000     0.07000000     0.25000000     4.00000000
 0.598         0.90000000     0.16796726    19.41230617     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00064654     0.04217607     1.89012653     0.92206519     0.13135960     0.02290431     0.45814031     0.23073306     0.56719098     0.00730000     4.00000000     3.19508415     0.00100000     0.07000000     0.25000000     4.00000000
 0.602         0.90000000     0.15884423    19.52989441     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00030668     0.04701784     2.66174124     0.90337106     0.22853416     0.02716301     0.46777896     0.27543665     0.51122042     0.00730000     4.00000000     1.66129899     0.00100000     0.07000000     0.25000000     4.00000000
 0.603         0.90000000     0.21448191    17.99270864     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00098756     0.04304337     2.05147367     0.84916750     0.11405391     0.02397219     0.49213545     0.24683331     0.54641676     0.00730000     4.00000000     2.37262793     0.00100000     0.07000000     0.25000000     4.00000000
 0.614         0.90000000     0.24226375    19.03920938     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00132254     0.04348763     1.85770704     0.89379179     0.25819543     0.02494546     0.44763274     0.25758362     0.52836510     0.00730000     4.00000000     2.68699787     0.00100000     0.07000000     0.25000000     4.00000000
 0.677         0.90000000     0.29432910    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099691     0.04509718     2.32949012     0.90070270     0.29230941     0.02539890     0.41164891     0.26947976     0.47482613     0.00730000     4.00000000     2.82871475     0.00100000     0.07000000     0.25000000     4.00000000
 0.723         0.90000000     0.07081970    13.21642040     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00208532     0.03317727     2.16529272     0.91644197     0.45101066     0.01763523     0.42441409     0.16433951     0.39336284     0.00730000     4.00000000     3.55356631     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.18562033    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00103324     0.04810175     2.43871038     0.99251510     0.35586263     0.02309949     0.47322179     0.25810871     0.54901804     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.22638379    19.29142519     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00068441     0.04865642     2.64423397     0.99870458     0.51552689     0.02472138     0.43545959     0.27409105     0.56780819     0.00730000     4.00000000     1.91889718     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.18562033    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00066968     0.04810175     2.34735253     0.99251510     0.20221558     0.02309949     0.46915441     0.25810871     0.54489638     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.570         0.90000000     0.19782440    19.06795944     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04690582     2.39735205     0.89666356     0.16077103     0.02572341     0.46420233     0.26916154     0.57325384     0.00730000     4.00000000     2.42336459     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18932949    19.25853837     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00035341     0.04587613     2.16463079     0.90031258     0.19680513     0.02574654     0.44996451     0.26629858     0.56409580     0.00730000     4.00000000     2.19403348     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.15818670    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00113542     0.04810175     2.58634381     0.99251510     0.29556623     0.02309949     0.48401580     0.25810871     0.52629756     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18562033    19.55101205     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00066968     0.04804952     2.34735253     0.96961070     0.20221558     0.02242023     0.46915441     0.24235767     0.54489638     0.00730000     4.00000000     2.16690435     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18629605    19.31375541     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00072954     0.04708175     2.30272210     0.91504423     0.26691422     0.02403582     0.46128242     0.24880034     0.55420048     0.00730000     4.00000000     2.29589654     0.00100000     0.07000000     0.25000000     4.00000000
 0.573         0.90000000     0.19020519    18.80319559     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00036291     0.04727096     2.35302491     0.92802932     0.19174090     0.02485221     0.46194685     0.24999926     0.56388776     0.00730000     4.00000000     2.44422930     0.00100000     0.07000000     0.25000000     4.00000000
 0.573         0.90000000     0.20074614    18.85041410     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00069722     0.04756756     2.41869329     0.88296064     0.34663270     0.02616568     0.45587873     0.27269333     0.55977669     0.00730000     4.00000000     2.30554083     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.15944506    19.56420657     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091968     0.04684998     2.34480392     0.97131503     0.30646663     0.02304448     0.47268657     0.24389646     0.55232823     0.00730000     4.00000000     1.70505217     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.20765304    19.06795944     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04496562     2.39735205     0.89666356     0.32291720     0.02572341     0.43705031     0.26916154     0.55050529     0.00730000     4.00000000     2.42336459     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.16414986    19.01805822     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00031889     0.04476494     2.26903884     0.89900817     0.27430043     0.02561319     0.46498738     0.26583932     0.55646457     0.00730000     4.00000000     2.17825796     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.19782440    17.94593809     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04331091     2.39735205     0.92276367     0.16077103     0.02586986     0.46420233     0.25390245     0.57325384     0.00730000     4.00000000     2.15380154     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.19857425    18.67563189     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00060959     0.04505308     2.23199303     0.88508826     0.22569714     0.02501037     0.45636569     0.25695656     0.55719694     0.00730000     4.00000000     2.57196432     0.00100000     0.07000000     0.25000000     4.00000000
 0.575         0.90000000     0.15417207    18.86197250     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00047510     0.04608934     2.80799530     0.91227379     0.30515476     0.02532224     0.46601026     0.26928199     0.54059851     0.00730000     4.00000000     1.81169362     0.00100000     0.07000000     0.25000000     4.00000000
 0.576         0.90000000     0.14675942    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00030062     0.04509718     2.45388433     0.90070270     0.25500235     0.02539890     0.46209730     0.26947976     0.51345027     0.00730000     4.00000000     1.98035127     0.00100000     0.07000000     0.25000000     4.00000000
 0.576         0.90000000     0.17957096    19.40703136     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00052385     0.04395060     2.16894973     0.89500040     0.20058830     0.02652434     0.45506387     0.26576162     0.55053528     0.00730000     4.00000000     2.31822485     0.00100000     0.07000000     0.25000000     4.00000000
 0.576         0.90000000     0.20765304    19.87436045     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04139692     2.39735205     0.95630496     0.32291720     0.02671155     0.43705031     0.27787922     0.55050529     0.00730000     4.00000000     2.78634003     0.00100000     0.07000000     0.25000000     4.00000000
 0.576         0.90000000     0.19887840    18.70347912     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00049640     0.04504925     2.33528756     0.90963112     0.22368857     0.02548832     0.46053106     0.25646903     0.56266870     0.00730000     4.00000000     2.34793781     0.00100000     0.07000000     0.25000000     4.00000000
 0.577         0.90000000     0.20009165    18.61557937     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00049230     0.04494301     2.43561724     0.87567084     0.31275280     0.02564135     0.44908184     0.26499443     0.55119839     0.00730000     4.00000000     2.25537233     0.00100000     0.07000000     0.25000000     4.00000000
 0.578         0.90000000     0.16796726    19.36647769     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00064654     0.04429448     1.89012653     0.89331605     0.13135960     0.02508221     0.45814031     0.25059257     0.56719098     0.00730000     4.00000000     2.95020226     0.00100000     0.07000000     0.25000000     4.00000000
 0.589         0.90000000     0.19782440    19.14476778     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04365557     2.39735205     0.92431592     0.16077103     0.02648778     0.46420233     0.25241918     0.57325384     0.00730000     4.00000000     2.48617529     0.00100000     0.07000000     0.25000000     4.00000000
 0.590         0.90000000     0.13671982    18.93977603     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00013587     0.04683512     2.45865630     0.89262008     0.31399225     0.02656934     0.46712531     0.26652585     0.56241925     0.00730000     4.00000000     1.73435646     0.00100000     0.07000000     0.25000000     4.00000000
 0.592         0.90000000     0.21509789    19.03515248     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095520     0.04479738     2.05440293     0.87639027     0.24870600     0.02501117     0.45287511     0.25480312     0.54144294     0.00730000     4.00000000     2.58019546     0.00100000     0.07000000     0.25000000     4.00000000
 0.677         0.90000000     0.29432910    19.04973320     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099691     0.04509718     2.32949012     0.90070270     0.29230941     0.02539890     0.41164891     0.26947976     0.47482613     0.00730000     4.00000000     2.82871475     0.00100000     0.07000000     0.25000000     4.00000000
 0.568         0.90000000     0.23210268    19.31014680     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00055727     0.04855080     2.09233228     0.99165227     0.33251798     0.02319196     0.46369758     0.25865011     0.58601614     0.00730000     4.00000000     2.15789873     0.00100000     0.07000000     0.25000000     4.00000000
 0.568         0.90000000     0.22561238    19.20596573     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00037499     0.04682238     2.44480393     0.94770035     0.34305255     0.02649634     0.43952953     0.28577751     0.57475536     0.00730000     4.00000000     2.30674211     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.18562033    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00103324     0.04810175     2.43871038     0.99251510     0.35586263     0.02309949     0.47322179     0.25810871     0.54901804     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.22638379    19.29142519     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00068441     0.04865642     2.64423397     0.99870458     0.51552689     0.02472138     0.43545959     0.27409105     0.56780819     0.00730000     4.00000000     1.91889718     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.17951680    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00045762     0.04810175     2.23534198     0.99251510     0.34175460     0.02309949     0.46999488     0.25810871     0.54336572     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.18562033    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00066968     0.04810175     2.34735253     0.99251510     0.20221558     0.02309949     0.46915441     0.25810871     0.54489638     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.569         0.90000000     0.18339126    19.64382117     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00063612     0.04691324     2.31365693     0.97462214     0.17310213     0.02325028     0.46978164     0.25014593     0.55537755     0.00730000     4.00000000     2.30300818     0.00100000     0.07000000     0.25000000     4.00000000
 0.570         0.90000000     0.19782440    19.06795944     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00032515     0.04690582     2.39735205     0.89666356     0.16077103     0.02572341     0.46420233     0.26916154     0.57325384     0.00730000     4.00000000     2.42336459     0.00100000     0.07000000     0.25000000     4.00000000
 0.570         0.90000000     0.19666643    19.03312618     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00042010     0.04738969     2.27605295     0.94679348     0.23594435     0.02430960     0.46269332     0.25462476     0.56423791     0.00730000     4.00000000     2.26055201     0.00100000     0.07000000     0.25000000     4.00000000
 0.570         0.90000000     0.23789982    19.36044962     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00065488     0.04770350     2.05779156     0.94308759     0.27145628     0.02480688     0.44803477     0.25871865     0.58248236     0.00730000     4.00000000     2.64440429     0.00100000     0.07000000     0.25000000     4.00000000
 0.571         0.90000000     0.18296547    19.37118949     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00068783     0.04720274     2.43825104     0.92288162     0.32761486     0.02507463     0.45490350     0.26781696     0.55167166     0.00730000     4.00000000     2.19183393     0.00100000     0.07000000     0.25000000     4.00000000
 0.571         0.90000000     0.23991692    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00022537     0.04810175     2.08163076     0.99251510     0.37052869     0.02309949     0.46685811     0.25810871     0.59470917     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.571         0.90000000     0.20374400    19.20351177     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00045491     0.04786094     2.26328059     0.96289183     0.24186825     0.02382986     0.46226227     0.26301088     0.55237059     0.00730000     4.00000000     2.23092634     0.00100000     0.07000000     0.25000000     4.00000000
 0.571         0.90000000     0.18127057    19.19366952     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00059986     0.04513817     2.16102857     0.91351727     0.20369152     0.02517959     0.45740301     0.25781186     0.56206666     0.00730000     4.00000000     2.57198852     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18932949    19.25853837     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00035341     0.04587613     2.16463079     0.90031258     0.19680513     0.02574654     0.44996451     0.26629858     0.56409580     0.00730000     4.00000000     2.19403348     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18516648    19.29398204     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00052442     0.04526981     2.32674281     0.90978009     0.25839490     0.02591478     0.45336197     0.26725740     0.55386979     0.00730000     4.00000000     2.25984447     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.20548531    19.17415761     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00043692     0.04597412     2.37820665     0.91711630     0.29613636     0.02535540     0.44647371     0.26668795     0.55778169     0.00730000     4.00000000     2.36957150     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.15818670    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00113542     0.04810175     2.58634381     0.99251510     0.29556623     0.02309949     0.48401580     0.25810871     0.52629756     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.18562033    19.55101205     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00066968     0.04804952     2.34735253     0.96961070     0.20221558     0.02242023     0.46915441     0.24235767     0.54489638     0.00730000     4.00000000     2.16690435     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.22126080    19.34965838     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00073701     0.04766100     2.00027148     0.96326878     0.26049365     0.02357339     0.46214959     0.25556102     0.56599634     0.00730000     4.00000000     2.37714327     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.19227983    18.97509176     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00060034     0.04631836     2.27319761     0.92383562     0.23706477     0.02436497     0.46096925     0.25622675     0.55444514     0.00730000     4.00000000     2.33432839     0.00100000     0.07000000     0.25000000     4.00000000
 0.572         0.90000000     0.19350620    18.59843956     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00049581     0.04508493     2.40021130     0.93023390     0.22212425     0.02532447     0.46174492     0.25822047     0.56475163     0.00730000     4.00000000     2.19314970     0.00100000     0.07000000     0.25000000     4.00000000
 0.573         0.90000000     0.18923975    19.02449727     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00046721     0.04644686     2.41459013     0.90255623     0.23688188     0.02550764     0.46454232     0.26591157     0.55755681     0.00730000     4.00000000     2.34515178     0.00100000     0.07000000     0.25000000     4.00000000
 0.573         0.90000000     0.19359349    18.91425193     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00053592     0.04611471     2.36883014     0.91340362     0.28349670     0.02478592     0.45664523     0.26008885     0.55224160     0.00730000     4.00000000     2.21014344     0.00100000     0.07000000     0.25000000     4.00000000
 0.578         0.90000000     0.22801588    19.29142519     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00051175     0.04865642     2.77410356     0.99870458     0.56312466     0.02472138     0.42181550     0.27409105     0.57041003     0.00730000     4.00000000     1.91889718     0.00100000     0.07000000     0.25000000     4.00000000
 0.585         0.90000000     0.17149963    19.34485458     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00080839     0.04810175     2.20052890     0.99251510     0.37544422     0.02309949     0.46122175     0.25810871     0.55510961     0.00730000     4.00000000     1.92499589     0.00100000     0.07000000     0.25000000     4.00000000
 0.568         0.90000000     0.24319491    19.16076164     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00045786     0.04779396     2.31195250     0.95399934     0.30505981     0.02425039     0.45077016     0.26169115     0.58640168     0.00730000     4.00000000     2.18059797     0.00100000     0.07000000     0.25000000     4.00000000
 0.568         0.90000000     0.23210268    19.31014680     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00055727     0.04855080     2.09233228     0.99165227     0.33251798     0.02319196     0.46369758     0.25865011     0.58601614     0.00730000     4.00000000     2.15789873     0.00100000     0.07000000     0.25000000     4.00000000
