MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
022423	0	25	0.245	-0.000726	7.3
022424	0	25	0.245	-0.000726	7.3
022501	0	25	0.245	-0.000726	7.3
022502	0	25	0.245	-0.000726	7.3
022503	0	25	0.245	-0.000726	7.3
022504	0	25	0.245	-0.000726	7.3
022505	0	25	0.245	-0.000726	7.3
022506	0	25	0.245	-0.000726	7.3
022507	0	25	0.245	-0.000726	7.3
022508	0	25	0.245	-0.000726	7.3
022509	0	25	0.245	-0.000726	7.3
022510	0	25	0.245	-0.000726	7.3
022511	0	25	0.245	-0.000726	7.3
022512	0	25	0.245	-0.000726	7.3
022513	0	25	0.245	-0.000726	7.3
022514	0	25	0.245	-0.000726	7.3
022515	0	25	0.245	-0.000726	7.3
022516	0	25	0.245	-0.000726	7.3
022517	0	25	0.245	-0.000726	7.3
022518	0	25	0.245	-0.000726	7.3
022519	0	25	0.245	-0.000726	7.3
022520	0	25	0.245	-0.000726	7.3
022521	0	25	0.245	-0.000726	7.3
022522	0	25	0.245	-0.000726	7.3
022523	0	25	0.245	-0.000726	7.3
022524	0	25	0.245	-0.000726	7.3
022601	0	25	0.245	-0.000726	7.3
022602	0	25	0.245	-0.000726	7.3
022603	0	25	0.245	-0.000726	7.3
022604	0	25	0.245	-0.000726	7.3
022605	0	25	0.245	-0.000726	7.3
022606	0	25	0.245	-0.000726	7.3
022607	0	25	0.245	-0.000726	7.3
022608	0	25	0.245	-0.000726	7.3
022609	0	25	0.245	-0.000726	7.3
022610	0	25	0.245	-0.000726	7.3
022611	0	25	0.245	-0.000726	7.3
022612	0	25	0.245	-0.000726	7.3
022613	0	25	0.245	-0.000726	7.3
022614	0	25	0.245	-0.000726	7.3
022615	0	25	0.245	-0.000726	7.3
022616	0	25	0.245	-0.000726	7.3
022617	0	25	0.245	-0.000726	7.3
022618	0	25	0.245	-0.000726	7.3
022619	0	25	0.245	-0.000726	7.3
022620	0	25	0.245	-0.000726	7.3
022621	0	25	0.245	-0.000726	7.3
022622	0	25	0.245	-0.000726	7.3
022623	0	25	0.245	-0.000726	7.3
022624	0	25	0.245	-0.000726	7.3
022701	0	25	0.245	-0.000726	7.3
022702	0	25	0.245	-0.000726	7.3
022703	0	25	0.245	-0.000726	7.3
022704	0	25	0.245	-0.000726	7.3
022705	0	25	0.245	-0.000726	7.3
022706	0	25	0.245	-0.000726	7.3
022707	0	25	0.245	-0.000726	7.3
022708	0	25	0.245	-0.000726	7.3
022709	0	25	0.245	-0.000726	7.3
022710	0	25	0.245	-0.000726	7.3
022711	0	25	0.245	-0.000726	7.3
022712	0	25	0.245	-0.000726	7.3
022713	0	25	0.245	-0.000726	7.3
022714	0	25	0.245	-0.000726	7.3
022715	0	25	0.245	-0.000726	7.3
022716	0	25	0.245	-0.000726	7.3
022717	0	25	0.245	-0.000726	7.3
022718	0	25	0.245	-0.000726	7.3
022719	0	25	0.245	-0.000726	7.3
022720	0	25	0.245	-0.000726	7.3
022721	0	25	0.245	-0.000726	7.3
022722	0	25	0.245	-0.000726	7.3
022723	0	25	0.245	-0.000726	7.3
022724	0	25	0.245	-0.000726	7.3
022801	0	25	0.245	-0.000726	7.3
022802	0	25	0.245	-0.000726	7.3
022803	0	25	0.245	-0.000726	7.3
022804	0	25	0.245	-0.000726	7.3
022805	0	25	0.245	-0.000726	7.3
022806	0	25	0.245	-0.000726	7.3
022807	0	25	0.245	-0.000726	7.3
022808	0	25	0.245	-0.000726	7.3
022809	0	25	0.245	-0.000726	7.3
022810	0	25	0.245	-0.000726	7.3
022811	0	25	0.245	-0.000726	7.3
022812	0	25	0.245	-0.000726	7.3
022813	0	25	0.245	-0.000726	7.3
022814	0	25	0.245	-0.000726	7.3
022815	0	25	0.245	-0.000726	7.3
022816	0	25	0.245	-0.000726	7.3
022817	0	25	0.245	-0.000726	7.3
022818	0	25	0.245	-0.000726	7.3
022819	0	25	0.245	-0.000726	7.3
022820	0	25	0.245	-0.000726	7.3
022821	0	25	0.245	-0.000726	7.3
022822	0	25	0.245	-0.000726	7.3
022823	0	25	0.245	-0.000726	7.3
022824	0	25	0.245	-0.000726	7.3
